Prise en compte;Code INSEE Commune Nouvelle;Nom Commune Nouvelle Siège;Code INSEE Commune Déléguée (non actif);Nom Commune Déléguée;Adresse 2016 - Code INSEE;Adresse 2016 - L6 Code Postal;Adresse 2016 - L6 Libellé Acheminement;Adresse 2016 - Ligne 5 Commune déléguée;Adresse 2016 - Code INSEE associé à la L5;Adresse 2015 - Code INSEE;Adresse 2015 - L6 Code Postal;Adresse 2015 - Libellé Acheminement;Adresse 2015 - L5;Adresse 2015 - Code INSEE Associé à la L5
FÉVRIER 2016;48099;Bourgs sur Colagne;48099;Monastier-Pin-Moriès (Le);;;BOURGS SUR COLAGNE;PIN MORIES;;;;LE MONASTIER PIN MORIES;PIN MORIES;
DÉCEMBRE 2016;48116;Pont de Montvert - Sud Mont Lozère;48172;Saint-Maurice-de-Ventalon;;;PONT DE MONTVERT SUD MONT LOZERE;ST MAURICE DE VENTALON;;;;ST MAURICE DE VENTALON;;
FÉVRIER 2016;48061;Florac Trois Rivières;48186;Salle-Prunet (La);;;FLORAC TROIS RIVIERES;LA SALLE PRUNET;;;;LA SALLE PRUNET;;
OCTOBRE 2017;48094;Massegros Causses Gorges;48125;Le Recoux;;;MASSEGROS CAUSSES GORGES;LE RECOUX;;;;LE RECOUX;;
FÉVRIER 2016;48061;Florac Trois Rivières;48061;Florac;;;FLORAC TROIS RIVIERES;FLORAC;;;;FLORAC;;
FÉVRIER 2016;48099;Bourgs sur Colagne;48049;Chirac;;;BOURGS SUR COLAGNE;CHIRAC;;;;CHIRAC;;
FÉVRIER 2016;49092;Chemillé-en-Anjou;49281;Saint-Georges-des-Gardes;;;CHEMILLE EN ANJOU;LES GARDES;;;;ST GEORGES DES GARDES;LES GARDES;
DÉCEMBRE 2016;49220;Morannes sur Sarthe-Daumeray;49220;Morannes-sur-Sarthe;;;MORANNES SUR SARTHE DAUMERAY;MORANNES SUR SARTHE;;;;MORANNES SUR SARTHE;;
FÉVRIER 2016;49218;Montrevault-sur-Èvre;49316;Saint-Rémy-en-Mauges;;;MONTREVAULT SUR EVRE;ST REMY EN MAUGES;;;;ST REMY EN MAUGES;;
OCTOBRE 2017;73227;Courchevel *;73227;Saint-Bon-Tarentaise;;;;;;;;ST BON TARENTAISE;COURCHEVEL;
DÉCEMBRE 2016;74010;Annecy;74268;Seynod;;;ANNECY;BALMONT;;;;SEYNOD;BALMONT;
OCTOBRE 2017;73235;Saint-François-Longchamp;73167;Montgellafrey;;;ST FRANCOIS LONGCHAMP;MONTGELLAFREY;;;;MONTGELLAFREY;;
DÉCEMBRE 2016;74167;Val de Chaise;74084;Cons-Sainte-Colombe;;;VAL DE CHAISE;CONS STE COLOMBE;;;;CONS STE COLOMBE;;
DÉCEMBRE 2016;73257;Belleville (Les);73321;Villarlurin;;;LES BELLEVILLE;VILLARLURIN;;;;VILLARLURIN;;
OCTOBRE 2017;76146;Buchy;76127;Bosc-Roger-sur-Buchy;;;BUCHY;BOSC ROGER SUR BUCHY;;;;BOSC ROGER SUR BUCHY;;
DÉCEMBRE 2016;74010;Annecy;74011;Annecy-le-Vieux;;;ANNECY;ANNECY LE VIEUX;;;;ANNECY LE VIEUX;;
FÉVRIER 2016;74123;Faverges-Seythenex;74123;Faverges;;;FAVERGES SEYTHENEX;FAVERGES;;;;FAVERGES;;
FÉVRIER 2016;74112;Epagny Metz-Tessy;74112;Épagny;;;EPAGNY METZ TESSY;EPAGNY;;;;EPAGNY;;
DÉCEMBRE 2016;74010;Annecy;74093;Cran-Gevrier;;;ANNECY;CRAN GEVRIER;;;;CRAN GEVRIER;;
DÉCEMBRE 2016;74282;Fillière;74120;Évires;;;FILLIERE;EVIRES;;;;EVIRES;;
FÉVRIER 2016;61153;Écouché-les-Vallées *;61441;Saint-Ouen-sur-Maire;;;ECOUCHE LES VALLEES;ST OUEN SUR MAIRE;;;;ST OUEN SUR MAIRE;;
DÉCEMBRE 2016;61196;Belforêt-en-Perche;61196;Le Gué-de-la-Chaîne;;;BELFORET EN PERCHE;LE GUE DE LA CHAINE;;;;LE GUE DE LA CHAINE;;
DÉCEMBRE 2016;61116;Sablons sur Huisne;61125;Coulonges-les-Sablons;;;SABLONS SUR HUISNE;COULONGES LES SABLONS;;;;COULONGES LES SABLONS;;
DÉCEMBRE 2016;61050;Cour-Maugis sur Huisne;61128;Courcerault;;;COUR MAUGIS SUR HUISNE;COURCERAULT;;;;COURCERAULT;;
FÉVRIER 2016;61007;Athis-Val de Rouvre;61073;Carneille (La);;;ATHIS VAL DE ROUVRE;LA CARNEILLE;;;;LA CARNEILLE;;
FÉVRIER 2016;61007;Athis-Val de Rouvre;61353;Ronfeugerai;;;ATHIS VAL DE ROUVRE;RONFEUGERAI;;;;RONFEUGERAI;;
FÉVRIER 2016;61007;Athis-Val de Rouvre;61478;Taillebois;;;ATHIS VAL DE ROUVRE;TAILLEBOIS;;;;TAILLEBOIS;;
FÉVRIER 2016;61167;Ferté-en-Ouche (La);61136;Couvains;;;LA FERTE EN OUCHE;COUVAINS;;;;COUVAINS;;
FÉVRIER 2016;61167;Ferté-en-Ouche (La);61003;Anceins;;;LA FERTE EN OUCHE;ANCEINS;;;;ANCEINS;;
FÉVRIER 2016;61007;Athis-Val de Rouvre;61058;Bréel;;;ATHIS VAL DE ROUVRE;BREEL;;;;BREEL;;
DÉCEMBRE 2016;53228;Blandouet-Saint Jean;53228;Saint-Jean-sur-Erve;;;BLANDOUET ST JEAN;ST JEAN SUR ERVE;;;;ST JEAN SUR ERVE;;
DÉCEMBRE 2016;60196;Drenne (La);60453;La Neuville-d'Aumont;;;LA DRENNE;LA NEUVILLE D AUMONT;;;;LA NEUVILLE D AUMONT;;
FÉVRIER 2016;53255;Sainte-Suzanne-et-Chammes;53050;Chammes;;;STE SUZANNE ET CHAMMES;CHAMMES;;;;CHAMMES;;
DÉCEMBRE 2016;58204;Vaux d'Amognes;58204;Ourouër;;;VAUX D AMOGNES;OUROUER;;;;OUROUER;;
FÉVRIER 2016;60088;Bornel;60018;Anserville;;;BORNEL;ANSERVILLE;;;;ANSERVILLE;;
DÉCEMBRE 2016;56061;Gacilly (La);56064;Glénac;;;LA GACILLY;GLENAC;;;;GLENAC;;
FÉVRIER 2016;56144;Évellys;56192;Remungol;;;EVELLYS;REMUNGOL;;;;REMUNGOL;;
FÉVRIER 2016;56197;Val d'Oust;56187;Quily;;;VAL D OUST;QUILY;;;;QUILY;;
FÉVRIER 2016;59260;Ghyvelde;59260;Ghyvelde;;;GHYVELDE;;;;;GHYVELDE;;
FÉVRIER 2016;58026;Beaulieu;58026;Beaulieu;;;BEAULIEU;;;;;BEAULIEU;;
DÉCEMBRE 2016;76618;Petit-Caux;76081;Berneval-le-Grand;;;PETIT CAUX;BERNEVAL LE GRAND;;;;BERNEVAL LE GRAND;;
DÉCEMBRE 2016;76618;Petit-Caux;76098;Biville-sur-Mer;;;PETIT CAUX;BIVILLE SUR MER;;;;BIVILLE SUR MER;;
DÉCEMBRE 2016;76618;Petit-Caux;76310;Gouchaupre;;;PETIT CAUX;GOUCHAUPRE;;;;GOUCHAUPRE;;
DÉCEMBRE 2016;76618;Petit-Caux;76027;Assigny;;;PETIT CAUX;ASSIGNY;;;;ASSIGNY;;
DÉCEMBRE 2017;17457;La Devise;17352;Saint-Laurent-de-la-Barrière;;;LA DEVISE;ST LAURENT DE LA BARRIERE;;;;ST LAURENT DE LA BARRIERE;;
DÉCEMBRE 2016;19252;Sarroux-Saint Julien;19218;Saint-Julien-près-Bort;;;SARROUX ST JULIEN;ST JULIEN PRES BORT;;;;ST JULIEN PRES BORT;;
FÉVRIER 2016;22203;Ploeuc-L'Hermitage;22080;Hermitage-Lorge (L');;;PLOEUC L HERMITAGE;L HERMITAGE LORGE;;;;L HERMITAGE LORGE;;
DÉCEMBRE 2016;22046;Mené (Le);22292;Saint-Gilles-du-Mené;;;LE MENE;ST GILLES DU MENE;;;;ST GILLES DU MENE;;
DÉCEMBRE 2016;22158;Guerlédan;22158;Mûr-de-Bretagne;;;GUERLEDAN;MUR DE BRETAGNE;;;;MUR DE BRETAGNE;;
DÉCEMBRE 2016;22209;Beaussais-sur-Mer;22209;Ploubalay;;;BEAUSSAIS SUR MER;PLOUBALAY;;;;PLOUBALAY;;
DÉCEMBRE 2016;22183;Moulins (Les) *;22058;Ferrière (La);;;LES MOULINS;LA FERRIERE;;;;LA FERRIERE;;
DÉCEMBRE 2016;22046;Mené (Le);22046;Collinée;;;LE MENE;COLLINEE;;;;COLLINEE;;
OCTOBRE 2018;22183;Plémet;22183;Plémet;;;PLEMET;;;;;PLEMET;;
FÉVRIER 2016;22251;Pordic;22251;Pordic;;;PORDIC;;;;;PORDIC;;
DÉCEMBRE 2017;17160;Floirac;17392;Saint-Romain-sur-gironde;;;FLOIRAC;ST ROMAIN SUR GIRONDE;;;;ST ROMAIN SUR GIRONDE;;
FÉVRIER 2016;15181;Saint-Constant-Fournoulès;15181;Saint-Constant;;;ST CONSTANT FOURNOULES;ST CONSTANT;;;;ST CONSTANT;;
DÉCEMBRE 2016;15142;Neuvéglise-sur-Truyère;15142;Neuvéglise;;;NEUVEGLISE SUR TRUYERE;NEUVEGLISE;;;;NEUVEGLISE;;
DÉCEMBRE 2016;16023;Aunac-sur-Charente;16094;Chenommet;;;AUNAC SUR CHARENTE;CHENOMMET;;;;CHENOMMET;;
DÉCEMBRE 2016;16082;Boisné-La Tude;16082;Charmant;;;BOISNE LA TUDE;CHARMANT;;;;CHARMANT;;
JANVIER 2016;17295;Réaux sur Trèfle;17295;Réaux;;;REAUX SUR TREFLE;REAUX;;;;REAUX;;
DÉCEMBRE 2016;16204;Bellevigne;16417;Viville;;;BELLEVIGNE;VIVILLE;;;;VIVILLE;;
DÉCEMBRE 2016;16204;Bellevigne;16386;Touzac;;;BELLEVIGNE;TOUZAC;;;;TOUZAC;;
FÉVRIER 2016;16148;Genac-Bignac;16148;Genac;;;GENAC BIGNAC;GENAC;;;;GENAC;;
OCTOBRE 2017;15138;Murat;15138;Murat;;;MURAT;;;;;MURAT;;
OCTOBRE 2017;14654;Saint-Pierre-en-Auge;14654;Saint-Pierre-sur-Dives;;;ST PIERRE EN AUGE;ST PIERRE SUR DIVES;;;;ST PIERRE SUR DIVES;;
OCTOBRE 2017;14658;Noues de Sienne;14658;Saint-Sever-Calvados;;;NOUES DE SIENNE;ST SEVER CALVADOS;;;;ST SEVER CALVADOS;;
FÉVRIER 2016;14726;Valdalliere;14686;Theil-Bocage (Le);;;VALDALLIERE;LE THEIL BOCAGE;;;;LE THEIL BOCAGE;;
OCTOBRE 2017;14654;Saint-Pierre-en-Auge;14729;Vaudeloges;;;ST PIERRE EN AUGE;VAUDELOGES;;;;VAUDELOGES;;
OCTOBRE 2017;14658;Noues de Sienne;14279;Fontenermont;;;NOUES DE SIENNE;FONTENERMONT;;;;FONTENERMONT;;
OCTOBRE 2017;14658;Noues de Sienne;14671;Sept-Frères;;;NOUES DE SIENNE;SEPT FRERES;;;;SEPT FRERES;;
FÉVRIER 2016;14762;Vire Normandie;14187;Coulonces;;;VIRE NORMANDIE;COULONCES;;;;COULONCES;;
FÉVRIER 2016;14689;Hom (Le);14689;Thury-Harcourt;;;LE HOM;THURY HARCOURT;;;;THURY HARCOURT;;
OCTOBRE 2017;14658;Noues de Sienne;14296;Le Gast;;;NOUES DE SIENNE;LE GAST;;;;LE GAST;;
FÉVRIER 2016;14726;Valdalliere;14253;Estry;;;VALDALLIERE;ESTRY;;;;ESTRY;;
FÉVRIER 2016;24028;Beaumontois en Périgord;24497;Sainte-Sabine-Born;;;BEAUMONTOIS EN PERIGORD;BORN DE CHAMPS;;;;STE SABINE BORN;BORN DE CHAMPS;
FÉVRIER 2016;24064;Brantôme en Périgord;24430;Saint-Julien-de-Bourdeilles;;;BRANTOME EN PERIGORD;ST JULIEN DE BOURDEILLES;;;;ST JULIEN DE BOURDEILLES;;
DÉCEMBRE 2016;24053;Boulazac Isle Manoire;24447;Sainte-Marie-de-Chignac;;;BOULAZAC ISLE MANOIRE;STE MARIE DE CHIGNAC;;;;STE MARIE DE CHIGNAC;;
FÉVRIER 2016;24035;Pays de Belvès;24363;Saint-Amand-de-Belvès;;;PAYS DE BELVES;ST AMAND DE BELVES;;;;ST AMAND DE BELVES;;
DÉCEMBRE 2016;23192;Fursac;23231;Saint-Pierre-de-Fursac;;;FURSAC;ST PIERRE DE FURSAC;;;;ST PIERRE DE FURSAC;;
DÉCEMBRE 2016;24026;Bassillac et Auberoche;24166;Eyliac;;;BASSILLAC ET AUBEROCHE;EYLIAC;;;;EYLIAC;;
DÉCEMBRE 2016;49323;Verrières-en-Anjou;49323;Saint-Sylvain-d'Anjou;;;VERRIERES EN ANJOU;ST SYLVAIN D ANJOU;;;;ST SYLVAIN D ANJOU;;
DÉCEMBRE 2016;49301;Sèvremoine;49264;Saint-André-de-la-Marche;;;SEVREMOINE;ST ANDRE DE LA MARCHE;;;;ST ANDRE DE LA MARCHE;;
DÉCEMBRE 2016;49373;Lys-Haut-Layon;49142;Fosse-de-Tigné (La);;;LYS HAUT LAYON;LA FOSSE DE TIGNE;;;;LA FOSSE DE TIGNE;;
DÉCEMBRE 2016;49345;Bellevigne-en-Layon;49134;Faye-d'Anjou;;;BELLEVIGNE EN LAYON;FAYE D ANJOU;;;;FAYE D ANJOU;;
DÉCEMBRE 2016;49331;Segré-en-Anjou Bleu;49184;Louvaines;;;SEGRE EN ANJOU BLEU;LOUVAINES;;;;LOUVAINES;;
DÉCEMBRE 2016;49345;Bellevigne-en-Layon;49345;Thouarcé;;;BELLEVIGNE EN LAYON;THOUARCE;;;;THOUARCE;;
DÉCEMBRE 2016;49307;Loire-Authion;49032;Bohalle (La);;;LOIRE AUTHION;LA BOHALLE;;;;LA BOHALLE;;
DÉCEMBRE 2016;49331;Segré-en-Anjou Bleu;49331;Segré;;;SEGRE EN ANJOU BLEU;SEGRE;;;;SEGRE;;
DÉCEMBRE 2016;49373;Lys-Haut-Layon;49356;Trémont;;;LYS HAUT LAYON;TREMONT;;;;TREMONT;;
FÉVRIER 2016;49367;Erdre-en-Anjou;49148;Gené;;;ERDRE EN ANJOU;GENE;;;;GENE;;
FÉVRIER 2016;50099;Carentan les Marais *;50458;Saint-Côme-du-Mont;;;CARENTAN LES MARAIS;ST COME DU MONT;;;;ST COME DU MONT;;
DÉCEMBRE 2016;50095;Canisy;50465;Saint-Ébremond-de-Bonfossé;;;CANISY;ST EBREMOND DE BONFOSSE;;;;ST EBREMOND DE BONFOSSE;;
FÉVRIER 2016;50082;Bricquebec-en-Cotentin;50646;Vrétot (Le);;;BRICQUEBEC EN COTENTIN;LE VRETOT;;;;LE VRETOT;;
FÉVRIER 2016;50082;Bricquebec-en-Cotentin;50418;Quettetot;;;BRICQUEBEC EN COTENTIN;QUETTETOT;;;;QUETTETOT;;
DÉCEMBRE 2016;50041;Hague (La);50386;Omonville-la-Rogue;;;LA HAGUE;OMONVILLE LA ROGUE;;;;OMONVILLE LA ROGUE;;
DÉCEMBRE 2016;50099;Carentan les Marais;50080;Brévands;;;CARENTAN LES MARAIS;BREVANDS;;;;BREVANDS;;
DÉCEMBRE 2016;50041;Hague (La);50163;Digulleville;;;LA HAGUE;DIGULLEVILLE;;;;DIGULLEVILLE;;
DÉCEMBRE 2016;50041;Hague (La);50041;Beaumont-Hague;;;LA HAGUE;BEAUMONT HAGUE;;;;BEAUMONT HAGUE;;
DÉCEMBRE 2016;50041;Hague (La);50242;Herqueville;;;LA HAGUE;HERQUEVILLE;;;;HERQUEVILLE;;
DÉCEMBRE 2016;50041;Hague (La);50001;Acqueville;;;LA HAGUE;ACQUEVILLE;;;;ACQUEVILLE;;
DÉCEMBRE 2016;50431;Remilly les Marais;50119;Les Champs-de-Losque;;;REMILLY LES MARAIS;LES CHAMPS DE LOSQUE;;;;LES CHAMPS DE LOSQUE;;
DÉCEMBRE 2016;50260;Juvigny les Vallées;50318;Le Mesnil-Rainfray;;;JUVIGNY LES VALLEES;LE MESNIL RAINFRAY;;;;LE MESNIL RAINFRAY;;
FÉVRIER 2016;50492;Saint-Jean-d'Elle;50635;Vidouville;;;ST JEAN D ELLE;VIDOUVILLE;;;;VIDOUVILLE;;
FÉVRIER 2016;50400;Picauville *;50153;Cretteville;;;PICAUVILLE;CRETTEVILLE;;;;CRETTEVILLE;;
FÉVRIER 2016;50400;Picauville *;50250;Houtteville;;;PICAUVILLE;HOUTTEVILLE;;;;HOUTTEVILLE;;
FÉVRIER 2016;50400;Picauville *;50005;Amfreville;;;PICAUVILLE;AMFREVILLE;;;;AMFREVILLE;;
DÉCEMBRE 2016;50273;Montsenelle;50273;Lithaire;;;MONTSENELLE;LITHAIRE;;;;LITHAIRE;;
DÉCEMBRE 2016;50487;Saint-James;50337;Montanel;;;ST JAMES;MONTANEL;;;;MONTANEL;;
DÉCEMBRE 2017;49261;Gennes-Val-de-Loire;49149;Gennes-Val de Loire;;;GENNES VAL DE LOIRE;GREZILLE;;;;GENNES VAL DE LOIRE;GREZILLE;
FÉVRIER 2016;14689;Hom (Le);14144;Caumont-sur-Orne;;;LE HOM;CAUMONT SUR ORNE;;;;CAUMONT SUR ORNE;;
DÉCEMBRE 2016;14672;Val de Drôme;14672;Sept-Vents;;;VAL DE DROME;SEPT VENTS;;;;SEPT VENTS;;
DÉCEMBRE 2016;27105;Grand Bourgtheroulde;27105;Bourgtheroulde-Infreville;;;GRAND BOURGTHEROULDE;INFREVILLE;;;;BOURGTHEROULDE INFREVILLE;INFREVILLE;
DÉCEMBRE 2016;27198;Mesnils-sur-Iton;27198;Damville;;;MESNILS SUR ITON;LES MINIERES;;;;DAMVILLE;LES MINIERES;
DÉCEMBRE 2016;27062;Monts du Roumois (Les);27092;Bosguérard-de-Marcouville;;;LES MONTS DU ROUMOIS;BOSGUERARD DE MARCOUVILLE;;;;BOSGUERARD DE MARCOUVILLE;;
FÉVRIER 2016;27107;Bourneville-Sainte-Croix;27526;Sainte-Croix-sur-Aizier;;;BOURNEVILLE STE CROIX;STE CROIX SUR AIZIER;;;;STE CROIX SUR AIZIER;;
MARS 2016;27049;Mesnil-en-Ouche;27515;Saint-Aubin-le-Guichard;;;MESNIL EN OUCHE;ST AUBIN LE GUICHARD;;;;ST AUBIN LE GUICHARD;;
MARS 2016;27049;Mesnil-en-Ouche;27041;Barre-en-Ouche (La);;;MESNIL EN OUCHE;LA BARRE EN OUCHE;;;;LA BARRE EN OUCHE;;
FÉVRIER 2016;27107;Bourneville-Sainte-Croix;27107;Bourneville;;;BOURNEVILLE STE CROIX;BOURNEVILLE;;;;BOURNEVILLE;;
FÉVRIER 2016;27112;Breteuil;27112;Breteuil;;;BRETEUIL;BRETEUIL SUR ITON;;;;BRETEUIL SUR ITON;;
MARS 2016;27049;Mesnil-en-Ouche;27221;Épinay;;;MESNIL EN OUCHE;EPINAY;;;;EPINAY;;
DÉCEMBRE 2016;27157;Marbois;27157;Chesne (Le);;;MARBOIS;LE CHESNE;;;;LE CHESNE;;
FÉVRIER 2016;28015;Auneau-Bleury-Saint-Symphorien;28361;Saint-Symphorien-le-Château;;;AUNEAU BLEURY ST SYMPHORIEN;ST SYMPHORIEN LE CHÂTEAU;;;;BLEURY ST SYMPHORIEN;;
FÉVRIER 2016;29266;Saint-Thegonnec Loc-Eguiner;29127;Loc-Eguiner-Saint-Thégonnec;;;ST THEGONNEC LOC EGUINER;LOC EGUINER ST THEGONNEC;;;;LOC EGUINER ST THEGONNEC;;
DÉCEMBRE 2016;28103;Cloyes-les-Trois-Rivières;28262;Montigny-le-Gannelon;;;CLOYES LES TROIS RIVIERES;MONTIGNY LE GANNELON;;;;MONTIGNY LE GANNELON;;
DÉCEMBRE 2016;28422;Villages Vovéens (Les);28416;Villeneuve-Saint-Nicolas;;;LES VILLAGES VOVEENS;VILLENEUVE ST NICOLAS;;;;VILLENEUVE ST NICOLAS;;
DÉCEMBRE 2016;28012;Commune nouvelle d'Arrou;28093;Châtillon-en-Dunois;;;COMMUNE NOUVELLE D ARROU;CHATILLON EN DUNOIS;;;;CHATILLON EN DUNOIS;;
DÉCEMBRE 2016;28103;Cloyes-les-Trois-Rivières;28318;Romilly-sur-Aigre;;;CLOYES LES TROIS RIVIERES;ROMILLY SUR AIGRE;;;;ROMILLY SUR AIGRE;;
DÉCEMBRE 2016;28330;Villemaury;28330;Saint-Cloud-en-Dunois;;;VILLEMAURY;ST CLOUD EN DUNOIS;;;;ST CLOUD EN DUNOIS;;
DÉCEMBRE 2016;28103;Cloyes-les-Trois-Rivières;28133;Douy;;;CLOYES LES TROIS RIVIERES;DOUY;;;;DOUY;;
FÉVRIER 2016;33018;Val de Virvée;33495;Salignac;;;VAL DE VIRVEE;SALIGNAC;;;;SALIGNAC;;
FÉVRIER 2016;27693;Sylvains-Lès-Moulins;27693;Sylvains-les-Moulins;;;SYLVAINS LES MOULINS;;;;;SYLVAINS LES MOULINS;;
FÉVRIER 2016;38022;Avenières Veyrins-Thuellin (Les);38541;Veyrins-Thuellin;;;LES AVENIERES VEYRINS THUELLIN;VEYRINS THUELLIN;;;;VEYRINS THUELLIN;;
DÉCEMBRE 2016;38292;Villages du Lac de Paladru;38305;Le Pin;;;VILLAGES DU LAC DE PALADRU;LE PIN;;;;LE PIN;;
DÉCEMBRE 2016;37232;Côteaux-sur-Loire;37232;Saint-Patrice;;;COTEAUX SUR LOIRE;ST PATRICE;;;;ST PATRICE;;
MARS 2017;38253;Deux-Alpes (Les);38253;Mont-de-Lans;;;LES DEUX ALPES;MONT DE LANS;;;;MONT DE LANS;;
FÉVRIER 2016;38359;Saint Antoine l'Abbaye;38145;Dionay;;;ST ANTOINE L ABBAYE;DIONAY;;;;DIONAY;;
DÉCEMBRE 2016;33268;Margaux-Cantenac;33091;Cantenac;;;MARGAUX CANTENAC;CANTENAC;;;;CANTENAC;;
DÉCEMBRE 2016;38297;Arandon-Passins;38297;Passins;;;ARANDON PASSINS;PASSINS;;;;PASSINS;;
MARS 2017;38253;Deux-Alpes (Les);38534;Vénosc;;;LES DEUX ALPES;VENOSC;;;;VENOSC;;
DÉCEMBRE 2016;35069;Châteaugiron;35209;Ossé;;;CHATEAUGIRON;OSSE;;;;OSSE;;
FÉVRIER 2016;36202;Saint-Maur;36202;Saint-Maur;;;ST MAUR;;;;;ST MAUR;;
DÉCEMBRE 2016;27425;Nassandres sur Risle;27253;Fontaine-la-Soret;;;NASSANDRES SUR RISLE;FONTAINE LA SORET;;;;FONTAINE LA SORET;;
FÉVRIER 2016;27638;Thuit de l'Oison (Le);27636;Thuit-Anger (Le);;;LE THUIT DE L OISON;LE THUIT ANGER;;;;LE THUIT ANGER;;
DÉCEMBRE 2016;27213;Vexin-sur-Epte;27257;Forêt-la-Folie;;;VEXIN SUR EPTE;FORET LA FOLIE;;;;FORET LA FOLIE;;
FÉVRIER 2016;27302;Bosc du Theil (Le);27302;Gros-Theil (Le);;;LE BOSC DU THEIL;LE GROS THEIL;;;;LE GROS THEIL;;
DÉCEMBRE 2016;27213;Vexin-sur-Epte;27255;Fontenay;;;VEXIN SUR EPTE;FONTENAY EN VEXIN;;;;FONTENAY EN VEXIN;;
DÉCEMBRE 2016;27198;Mesnils-sur-Iton;27387;Manthelon;;;MESNILS SUR ITON;MANTHELON;;;;MANTHELON;;
DÉCEMBRE 2016;27213;Vexin-sur-Epte;27122;Cahaignes;;;VEXIN SUR EPTE;CAHAIGNES;;;;CAHAIGNES;;
DÉCEMBRE 2016;27213;Vexin-sur-Epte;27128;Cantiers;;;VEXIN SUR EPTE;CANTIERS;;;;CANTIERS;;
DÉCEMBRE 2016;27676;Trois Lacs (Les);27647;Tosny;;;LES TROIS LACS;TOSNY;;;;TOSNY;;
DÉCEMBRE 2016;27213;Vexin-sur-Epte;27213;Écos;;;VEXIN SUR EPTE;ECOS;;;;ECOS;;
DÉCEMBRE 2016;43221;Saint-Privat-d'Allier;43176;Saint-Didier-d'Allier;;;ST PRIVAT D ALLIER;ST DIDIER D ALLIER;;;;ST DIDIER D ALLIER;;
DÉCEMBRE 2016;41171;Oucques la Nouvelle;41015;Beauvilliers;;;OUCQUES LA NOUVELLE;BEAUVILLIERS;;;;BEAUVILLIERS;;
DÉCEMBRE 2016;41171;Oucques la Nouvelle;41210;Sainte-Gemmes;;;OUCQUES LA NOUVELLE;STE GEMMES;;;;STE GEMMES;;
DÉCEMBRE 2016;41173;Beauce la Romaine;41133;Membrolles;;;BEAUCE LA ROMAINE;MEMBROLLES;;;;MEMBROLLES;;
DÉCEMBRE 2017;41248;Couëtron-au-Perche;41005;Arville;;;COUETRON AU PERCHE;ARVILLE;;;;ARVILLE;;
DÉCEMBRE 2016;41173;Beauce la Romaine;41270;Verdes;;;BEAUCE LA ROMAINE;VERDES;;;;VERDES;;
DÉCEMBRE 2016;26001;Solaure en Diois;26187;Molières-Glandaz;;;SOLAURE EN DIOIS;MOLIERES GLANDAZ;;;;MOLIERES GLANDAZ;;
FÉVRIER 2016;24540;Sorges et Ligueux en Périgord;24239;Ligueux;;;SORGES ET LIGUEUX EN PERIGORD;LIGUEUX;;;;LIGUEUX;;
FÉVRIER 2016;25434;Ornans;25076;Bonnevaux-le-Prieuré;;;ORNANS;BONNEVAUX LE PRIEURE;;;;BONNEVAUX LE PRIEURE;;
FÉVRIER 2016;25438;Osselle-Routelle;25509;Routelle;;;OSSELLE ROUTELLE;ROUTELLE;;;;ROUTELLE;;
FÉVRIER 2016;25529;Sancey;25530;Sancey-le-Long;;;SANCEY;SANCEY LE LONG;;;;SANCEY LE LONG;;
FÉVRIER 2016;26179;Mercurol-Veaunes;26366;Veaunes;;;MERCUROL VEAUNES;VEAUNES;;;;VEAUNES;;
DÉCEMBRE 2016;25460;Val (Le);25460;Pointvillers;;;LE VAL;POINTVILLERS;;;;POINTVILLERS;;
FÉVRIER 2016;24316;Parcoul-Chenaud;24316;Parcoul;;;PARCOUL CHENAUD;PARCOUL;;;;PARCOUL;;
DÉCEMBRE 2016;25334;Levier;25334;Levier;;;LEVIER;;;;;LEVIER;;
FÉVRIER 2016;25434;Ornans;25434;Ornans;;;ORNANS;;;;;ORNANS;;
DÉCEMBRE 2016;39491;Coteaux du Lizon;39491;Saint-Lupicin;;;COTEAUX DU LIZON;ST LUPICIN;;;;ST LUPICIN;;
OCTOBRE 2017;39530;Thoirette-Coisia;39530;Thoirette;;;THOIRETTE COISIA;THOIRETTE;;;;THOIRETTE;;
FÉVRIER 2016;39368;Hauts de Bienne;39294;Lézat;;;HAUTS DE BIENNE;LEZAT;;;;LEZAT;;
DÉCEMBRE 2016;39485;Val Suran;39485;Saint-Julien;;;VAL SURAN;ST JULIEN;;;;ST JULIEN;;
DÉCEMBRE 2016;41142;Valencisse *;41169;Orchaise;;;VALENCISSE;ORCHAISE;;;;ORCHAISE;;
DÉCEMBRE 2016;39576;Val-Sonnette;39064;Bonnaud;;;VAL SONNETTE;BONNAUD;;;;BONNAUD;;
FÉVRIER 2016;39368;Hauts de Bienne;39368;Morez;;;HAUTS DE BIENNE;MOREZ;;;;MOREZ;;
DÉCEMBRE 2016;39485;Val Suran;39303;Louvenne;;;VAL SURAN;LOUVENNE;;;;LOUVENNE;;
DÉCEMBRE 2016;39576;Val-Sonnette;39264;Grusse;;;VAL SONNETTE;GRUSSE;;;;GRUSSE;;
DÉCEMBRE 2017;39209;Val-d'Épy;39209;Val d'Epy;;;VAL D EPY;NANTEY;;;;VAL D EPY;NANTEY;
OCTOBRE 2017;39018;Aromas;39018;Aromas;;;AROMAS;CEFFIA;;;;AROMAS;CEFFIA;
